date,col2,col3,avg_temp,max_temp,min_temp,col7,col8,col9,col10,col11,col12
1994/08/13,0.0,0.0,26.8,35.3,20.2,,,東北東,11.2,,
1978/08/03,1.0,1.0,28.3,35.1,21.5,,,南西,11.0,,
1997/08/09,0.0,0.0,27.2,34.0,20.7,,,西南西,7.3,,
2000/08/01,0.0,0.0,26.1,34.0,21.4,,,南東,9.4,,
2025/07/29,0.0,0.0,25.7,33.8,18.9,5.9,北北東,西南西,12.9,0.0,0.0
1994/08/14,0.0,0.0,26.8,33.6,20.6,,,北北東,11.1,,
1985/08/05,0.0,0.0,24.6,33.6,17.6,,,東北東,11.7,,
2021/08/06,0.0,0.0,26.1,33.5,21.0,7.7,北北東,北北東,12.5,0.0,0.0
2018/08/23,0.0,0.0,27.2,33.4,19.3,7.1,南南東,北東,11.4,0.0,0.0
2004/07/31,0.0,0.0,26.8,33.4,19.4,,,南東,11.5,,
2007/08/12,0.0,0.0,25.6,33.3,19.3,,,北,11.6,,
1990/08/22,0.0,0.0,28.2,33.3,22.1,,,南西,7.5,,
2018/07/30,0.0,0.0,26.2,33.3,20.2,8.5,南西,北北東,9.5,0.0,0.0
2015/07/22,0.0,0.0,25.7,33.3,19.7,5.5,北東,西南西,8.7,0.0,0.0
2019/08/15,0.0,0.0,27.9,33.2,22.3,13.5,東南東,東,9.3,0.0,0.0
2018/07/31,0.0,0.0,25.9,33.2,19.5,5.8,南西,西南西,11.4,0.0,0.0
1994/08/12,0.0,0.0,27.3,33.2,21.9,,,東北東,10.8,,
2025/07/21,0.0,0.0,25.6,33.1,19.4,6.3,北北東,西南西,11.0,0.0,0.0
2004/07/30,0.0,0.0,26.8,33.1,20.6,,,南南東,10.9,,
2023/08/23,0.0,0.0,27.3,33.0,22.1,8.2,南南東,東,12.0,0.0,0.0
1999/08/08,0.0,0.0,24.9,33.0,18.7,,,北東,12.2,,
2007/08/14,0.0,0.0,26.7,33.0,20.0,,,西南西,11.0,,
2025/07/30,0.0,0.0,25.2,33.0,18.3,7.9,北北東,北北東,13.0,0.0,0.0
2023/08/24,0.0,0.0,26.6,32.9,21.7,4.7,東,東北東,7.7,0.0,0.0
2015/08/04,0.0,0.0,25.0,32.9,18.7,4.8,北北東,西南西,10.5,0.0,0.0
2004/08/05,0.0,0.0,25.5,32.9,18.4,,,南,6.6,,
2023/08/22,0.0,0.0,26.4,32.9,20.9,7.1,南南東,南西,11.6,0.0,0.0
1985/08/30,0.0,0.0,25.8,32.9,19.8,,,東,10.5,,
2025/07/22,0.0,0.0,25.5,32.8,19.3,6.2,北北西,西,12.2,0.0,0.0
2015/08/05,0.0,0.0,24.7,32.8,17.2,6.1,北,西南西,11.9,0.0,0.0
2020/08/28,0.0,0.0,26.3,32.7,20.5,4.2,北北東,西南西,9.2,0.0,0.0
2023/08/25,0.0,0.0,26.1,32.7,20.7,3.9,東,西,7.6,0.0,0.0
1999/07/27,0.0,0.0,25.7,32.7,18.3,,,東北東,12.6,,
1994/08/16,0.0,0.0,26.1,32.7,19.9,,,東北東,10.9,,
1999/08/09,0.0,0.0,24.5,32.7,17.5,,,東北東,11.1,,
2025/07/26,0.0,0.0,24.8,32.7,18.0,6.3,北北東,西南西,8.6,0.0,0.0
1994/08/11,0.0,0.0,26.7,32.6,20.8,,,南東,8.0,,
2015/07/13,0.0,0.0,23.6,32.6,13.4,3.9,北東,南西,10.5,0.0,0.0
2012/08/03,0.0,0.0,24.7,32.6,18.1,4.8,北東,東北東,9.3,0.0,0.0
2012/08/02,0.0,0.0,24.8,32.6,17.9,5.3,北西,南西,10.2,0.0,0.0
1990/08/23,3.0,2.0,27.9,32.6,24.0,,,西北西,1.2,,
2005/08/05,0.0,0.0,25.3,32.6,19.3,,,北,11.4,,
2005/08/06,0.0,0.0,25.8,32.6,19.7,,,南西,11.8,,
2025/8/2,0.0,0.0,26.2,32.6,21.4,6.8,西,西南西,6.6,0.0,0.0
2008/08/03,0.0,0.0,25.0,32.6,20.1,,,南西,5.4,,
1984/08/16,0.0,0.0,25.8,32.5,20.6,,,東北東,10.1,,
2010/08/24,0.0,0.0,24.0,32.5,18.0,5.8,北北東,西南西,9.9,0.0,0.0
2023/08/29,3.5,3.5,24.6,32.5,18.6,5.1,西,南西,5.9,0.0,0.0
2012/08/01,0.0,0.0,24.7,32.4,17.0,4.1,東南東,南西,10.7,0.0,0.0
1985/07/27,0.0,0.0,24.6,32.4,17.4,,,東,11.9,,
2020/09/08,0.5,0.5,25.4,32.4,20.1,4.4,南東,南西,8.5,0.0,0.0
2004/08/09,0.0,0.0,24.2,32.4,19.2,,,北,7.7,,
2025/07/25,0.0,0.0,25.0,32.4,18.7,7.3,北北東,北,11.9,0.0,0.0
2019/08/06,0.0,0.0,26.2,32.4,21.3,4.1,北東,西,8.3,0.0,0.0
2023/08/31,0.0,0.0,25.4,32.4,20.2,4.5,東,西南西,7.8,0.0,0.0
2016/08/07,0.0,0.0,24.8,32.4,18.6,7.3,北東,東北東,11.9,0.0,0.0
2014/07/26,0.0,0.0,25.0,32.4,17.4,4.2,南東,東,9.0,0.0,0.0
1994/08/10,0.0,0.0,25.2,32.4,19.5,,,東北東,10.9,,
1994/08/09,0.0,0.0,24.5,32.3,16.2,,,東北東,9.7,,
2015/08/06,0.0,0.0,24.5,32.3,18.2,5.5,北東,南西,10.7,0.0,0.0
2023/08/09,0.0,0.0,28.2,32.3,22.6,10.6,南南東,南西,10.1,0.0,0.0
2018/08/22,0.0,0.0,25.6,32.3,19.8,5.9,北北東,西,11.1,0.0,0.0
1985/08/16,0.0,0.0,24.9,32.3,18.5,,,東北東,11.6,,
1985/08/15,0.0,0.0,25.3,32.3,20.0,,,東,11.2,,
2007/08/03,0.0,0.0,25.4,32.3,19.6,,,南,7.0,,
2021/08/05,0.0,0.0,26.6,32.3,21.2,4.0,南東,西北西,11.4,0.0,0.0
2010/08/05,0.0,0.0,26.1,32.3,19.8,3.9,東南東,南西,8.0,0.0,0.0
2020/09/03,0.0,0.0,26.4,32.3,21.7,11.0,西南西,南東,7.3,0.0,0.0
2017/07/10,0.0,0.0,24.8,32.3,18.5,4.9,北北西,南西,11.1,0.0,0.0
2021/08/03,0.0,0.0,26.4,32.2,20.5,4.4,北北東,東北東,9.8,0.0,0.0
1990/08/06,0.0,0.0,25.6,32.2,19.7,,,東北東,8.9,,
2025/07/18,0.0,0.0,25.0,32.2,19.1,4.9,北西,西南西,11.0,0.0,0.0
1985/09/01,1.0,1.0,24.1,32.2,18.9,,,北北西,8.0,,
2002/08/01,0.0,0.0,26.3,32.2,20.4,,,西北西,7.8,,
1978/08/02,0.0,0.0,25.9,32.2,18.3,,,東北東,11.6,,
2015/08/10,0.0,0.0,24.3,32.1,18.1,3.7,北東,北東,6.3,0.0,0.0
2025/07/19,0.0,0.0,25.2,32.1,19.4,4.0,東,西南西,8.7,0.0,0.0
2002/09/01,0.0,0.0,23.9,32.1,18.4,,,北東,9.9,,
2021/07/20,0.0,0.0,25.4,32.1,19.1,4.6,北北東,西南西,13.1,0.0,0.0
2020/09/07,0.0,0.0,25.8,32.1,20.2,9.4,南東,東北東,6.9,0.0,0.0
2012/08/22,0.0,0.0,25.3,32.1,19.5,3.6,北北西,西南西,9.5,0.0,0.0
2019/08/07,0.0,0.0,25.6,32.1,20.2,3.7,東北東,西南西,11.2,0.0,0.0
2012/08/24,2.5,2.5,24.0,32.1,19.4,3.8,西),西南西,7.2,0.0,0.0
1997/07/27,0.0,0.0,27.5,32.1,23.9,,,南東,11.5,,
1999/08/10,0.0,0.0,23.6,32.1,14.0,,,東北東,11.2,,
2025/07/16,1.5,1.0,26.0,32.1,22.0,6.7,南東,北東,8.9,0.0,0.0
2010/08/06,0.0,0.0,26.3,32.1,21.4,3.3,北,南西,7.8,0.0,0.0
1999/08/07,0.0,0.0,26.2,32.1,20.4,,,南東,11.5,,
1978/07/30,0.0,0.0,25.2,32.1,19.9,,,北北西,8.7,,
2016/08/21,0.5,0.5,25.2,32.1,20.4,8.1,北東,南西,9.3,0.0,0.0
2000/07/31,0.0,0.0,26.2,32.0,20.5,,,東北東,11.1,,
1984/08/17,0.0,0.0,24.9,32.0,18.7,,,北東,11.4,,
2019/08/05,0.5,0.5,25.9,32.0,20.1,3.5,北北東,西,8.3,0.0,0.0
1999/08/02,0.0,0.0,24.8,32.0,18.9,,,北東,10.3,,
2004/08/02,0.0,0.0,23.7,32.0,18.8,,,東北東,10.4,,
2023/08/26,0.0,0.0,25.4,32.0,20.7,6.1,北東,北東,9.5,0.0,0.0
2021/07/21,17.0,17.0,24.1,32.0,19.2,7.2,西南西,南西,8.5,0.0,0.0
2021/07/19,0.0,0.0,25.3,32.0,19.0,5.3,東北東,西南西,13.3,0.0,0.0
2007/08/13,0.0,0.0,24.1,32.0,15.6,,,西南西,11.1,,
1985/08/09,0.0,0.0,24.7,32.0,19.1,,,東,10.5,,
2002/07/25,0.0,0.0,25.2,31.9,18.0,,,東北東,11.8,,
2023/08/10,0.0,0.0,26.8,31.9,21.2,11.0,南西,南南東,12.4,0.0,0.0
2023/08/13,0.0,0.0,25.0,31.9,19.8,6.3,北北東,北東,10.7,0.0,0.0
1994/08/15,0.0,0.0,26.0,31.9,20.0,,,北,9.6,,
2018/08/01,0.0,0.0,24.6,31.9,17.8,9.7,南南西,西南西,10.6,0.0,0.0
2025/07/20,0.0,0.0,25.0,31.9,18.6,5.8,北北東,西南西,11.6,0.0,0.0
1990/08/21,0.0,0.0,25.1,31.9,18.2,,,東北東,8.6,,
1985/08/14,0.0,0.0,25.0,31.9,18.2,,,東北東,11.6,,
2025/07/28,0.0,0.0,25.1,31.8,18.5,6.3,北北東,西南西,11.2,0.0,0.0
2021/08/02,0.0,0.0,24.7,31.8,18.2,6.7,北,北北東,9.8,0.0,0.0
1996/08/14,0.0,0.0,24.9,31.8,18.6,,,東,10.2,,
1985/08/23,0.0,0.0,22.3,31.8,14.4,,,東,11.5,,
2015/07/21,0.0,0.0,24.4,31.8,19.4,3.5,北北東,西南西,5.5,0.0,0.0
1986/08/01,0.0,0.0,24.4,31.8,18.1,,,東北東,11.7,,
1999/08/06,0.0,0.0,26.9,31.8,23.2,,,南南西,8.3,,
2019/08/13,0.0,0.0,25.5,31.8,20.6,7.1,東北東,北北東,9.0,0.0,0.0
2019/08/08,14.0,14.0,24.5,31.8,19.6,4.9,北東,西南西,7.8,0.0,0.0
1978/07/10,0.0,0.0,25.0,31.8,18.7,,,東北東,10.0,,
2004/08/01,0.0,0.0,25.2,31.8,19.3,,,北東,10.3,,
1992/07/30,0.0,0.0,24.8,31.8,19.6,,,西北西,3.9,,
2012/08/27,0.0,0.0,24.4,31.8,18.9,3.8,北,東北東,8.2,0.0,0.0
1990/08/04,0.0,0.0,24.1,31.8,16.9,,,南東,10.9,,
2021/07/17,0.0,0.0,25.2,31.8,18.8,3.5,北北西,西南西,13.4,0.0,0.0
2015/07/14,0.0,0.0,24.5,31.7,18.7,6.7,北東,東北東,9.5,0.0,0.0
2025/07/24,0.0,0.0,24.8,31.7,18.1,6.7,北,南西,12.2,0.0,0.0
2012/08/23,0.0,0.0,25.2,31.7,20.1,4.8,南東,南西,8.7,0.0,0.0
2023/08/03,0.0,0.0,24.9,31.7,19.1,6.3,東,南西,6.8,0.0,0.0
2025/07/27,0.0,0.0,25.3,31.7,19.8,6.2,西南西,西南西,6.0,0.0,0.0
2000/07/24,22.0,12.0,24.6,31.7,19.4,,,東北東,5.9,,
2021/07/18,0.0,0.0,25.3,31.7,19.4,4.5,北東,西南西,13.4,0.0,0.0
2023/08/30,13.5,13.5,24.3,31.7,20.2,5.9,北西,南西,6.6,0.0,0.0
1990/09/02,0.0,0.0,24.2,31.7,19.5,,,東北東,9.7,,
2020/08/11,0.0,0.0,25.1,31.7,19.7,4.6,西,南西,5.6,0.0,0.0
2019/08/01,0.0,0.0,25.2,31.7,19.5,8.9,南西,西,11.8,0.0,0.0
2006/08/17,0.0,0.0,26.8,31.7,21.8,,,南南東,8.8,,
1981/07/31,0.0,0.0,25.9,31.6,20.8,,,東,8.3,,
1985/07/26,0.0,0.0,24.7,31.6,19.2,,,東,11.5,,
2012/07/31,0.0,0.0,25.3,31.6,20.1,3.4,東南東,西南西,8.0,0.0,0.0
1990/07/22,0.0,0.0,25.3,31.6,19.3,,,西北西,0.2,,
2012/07/30,2.0,2.0,24.3,31.6,18.8,5.5,南東,南西,5.4,0.0,0.0
2023/08/11,0.0,0.0,24.5,31.6,18.7,8.8,南西,南西,10.6,0.0,0.0
2014/08/03,0.0,0.0,24.9,31.6,17.8,5.0,西,南西,10.4,0.0,0.0
1994/08/27,0.0,0.0,24.6,31.6,19.9,,,北北西,4.8,,
2025/07/17,0.0,0.0,26.7,31.6,21.4,8.1,南南東,南西,3.3,0.0,0.0
1981/07/30,0.0,0.0,25.5,31.6,18.9,,,南,11.1,,
2010/07/22,0.0,0.0,24.3,31.6,17.9,5.2,西南西,西南西,9.6,0.0,0.0
2016/08/16,0.0,1.0,24.5,31.6,20.2,8.3,東南東,東南東,8.2,0.0,0.0
1995/07/30,0.0,0.0,23.5,31.6,14.9,,,西南西,11.2,,
2023/08/06,2.5,2.5,25.0,31.6,20.6,5.0,東北東,東,7.6,0.0,0.0
2018/07/02,0.0,0.0,25.1,31.6,18.0,4.4,北北東,南西,11.4,0.0,0.0
1984/07/30,0.0,0.0,25.3,31.6,20.8,,,北東,10.5,,
1986/07/31,0.0,0.0,24.2,31.6,16.5,,,北,11.7,,
2007/08/15,0.0,0.0,25.7,31.5,21.9,,,北,6.7,,
1984/08/15,0.0,0.0,24.5,31.5,19.1,,,東北東,10.5,,
2002/07/31,0.0,0.0,23.6,31.5,16.9,,,東北東,8.6,,
1986/08/28,0.0,0.0,23.5,31.5,17.4,,,東北東,8.9,,
2023/08/14,0.0,0.0,25.4,31.5,21.0,6.7,東南東,東,5.3,0.0,0.0
2002/08/07,0.0,0.0,24.2,31.5,18.3,,,西南西,7.7,,
1984/08/12,0.0,0.0,23.8,31.5,17.4,,,北北東,10.9,,
2019/09/08,0.0,0.0,24.4,31.5,17.9,4.8,東北東,北東,9.7,0.0,0.0
2002/07/26,0.0,0.0,25.8,31.5,20.3,,,東,6.6,,
2012/08/05,0.0,0.0,24.6,31.5,19.4,4.7,北北東,東北東,9.2,0.0,0.0
1990/08/05,0.0,0.0,24.8,31.5,18.3,,,東北東,9.4,,
2007/08/11,0.0,0.0,24.7,31.5,18.4,,,東北東,11.7,,
2023/08/21,3.0,3.0,25.5,31.4,20.9,5.1,西南西,西,7.4,0.0,0.0
1990/08/15,0.0,0.0,26.1,31.4,21.4,,,西北西,3.5,,
2010/08/10,0.0,0.0,25.1,31.4,19.3,3.1,東北東,南西,8.8,0.0,0.0
1984/08/20,0.0,0.0,22.6,31.4,13.6,,,東,11.0,,
2006/08/08,0.0,0.0,25.4,31.4,19.7,,,東北東,8.7,,
1985/08/10,0.0,0.0,25.2,31.4,18.8,,,南,10.5,,
2004/07/25,3.0,2.0,23.6,31.4,17.3,,,東,6.1,,
2004/07/24,0.0,0.0,23.0,31.4,14.9,,,東北東,11.1,,
2021/08/04,0.0,0.0,25.9,31.4,21.8,5.7,西南西,南西,6.2,0.0,0.0
1991/07/23,12.0,4.0,25.2,31.4,19.5,,,南西,2.3,,
2023/07/30,0.0,0.0,25.2,31.3,19.9,5.4,北東,東北東,10.1,0.0,0.0
2023/08/16,0.0,0.0,26.7,31.3,22.9,13.4,南南東,南南東,3.0,0.0,0.0
2023/08/18,0.0,0.0,25.6,31.3,21.5,4.6,西,西,6.2,0.0,0.0
2002/08/28,0.0,0.0,24.3,31.3,18.8,,,東,7.4,,
2023/09/01,0.0,0.0,23.7,31.3,18.4,5.1,北,南西,8.0,0.0,0.0
2012/08/25,4.5,4.5,23.9,31.3,19.3,8.5,東,東,7.1,0.0,0.0
1990/07/23,0.0,0.0,25.0,31.3,19.4,,,西北西,5.1,,
2012/09/14,0.0,0.0,22.2,31.3,15.2,5.3,南南東,西南西,10.3,0.0,0.0
1985/08/08,0.0,0.0,25.5,31.3,20.5,,,東北東,8.5,,
1981/08/02,0.0,0.0,25.2,31.3,19.5,,,東,9.1,,
2023/07/29,0.0,0.0,24.8,31.3,18.5,4.6,東,西南西,13.0,0.0,0.0
1985/08/22,0.0,0.0,22.2,31.3,15.1,,,東,11.5,,
2023/08/04,3.5,3.5,24.9,31.3,19.6,5.8,北北東,西,9.6,0.0,0.0
2011/08/10,0.0,0.0,24.6,31.3,18.4,4.8,南西,南西,6.7,0.0,0.0
1987/08/31,0.0,0.0,25.3,31.3,19.3,,,南南東,8.1,,
1985/08/24,0.0,0.0,22.7,31.3,15.1,,,北北東,11.4,,
2023/09/11,0.0,0.0,24.5,31.3,19.9,7.1,南東,南南東,8.5,0.0,0.0
2011/09/03,0.0,0.0,26.8,31.2,24.1,13.4,東南東,南南東,5.5,0.0,0.0
2010/08/08,19.0,19.0,24.8,31.2,20.0,4.9,西南西,西,8.9,0.0,0.0
1978/07/26,0.0,0.0,24.7,31.2,19.0,,,北北東,10.8,,
2018/07/21,0.0,0.0,23.7,31.2,15.9,5.2,南西,西,7.2,0.0,0.0
1999/07/31,0.0,0.0,24.3,31.2,18.5,,,北東,11.0,,
2023/07/25,0.0,0.0,24.6,31.2,18.7,7.8,北,西,11.7,0.0,0.0
1984/08/18,0.0,0.0,23.4,31.2,16.3,,,北東,11.6,,
1989/07/25,0.0,0.0,24.8,31.2,19.5,,,東北東,4.8,,
2018/08/02,0.0,0.0,23.6,31.2,18.0,6.4,南西,南西,8.8,0.0,0.0
1984/07/29,0.0,0.0,25.0,31.2,18.7,,,南南西,12.2,,
1995/07/24,0.0,0.0,24.4,31.2,17.7,,,北西,7.9,,
1982/07/11,0.0,0.0,21.9,31.2,13.7,,,東北東,12.0,,
2023/08/20,1.0,1.0,25.6,31.2,21.0,4.8,北北東,南西,10.6,0.0,0.0
2002/08/30,0.0,0.0,24.6,31.1,18.7,,,東,10.8,,
1985/08/18,2.0,2.0,23.9,31.1,18.5,,,北西,6.8,,
2023/07/31,1.0,1.0,24.2,31.1,18.9,8.3,西,南西,5.8,0.0,0.0
1982/08/02,6.0,3.0,25.4,31.1,19.6,,,南南西,5.0,,
2012/08/20,0.0,0.0,24.2,31.1,18.9,4.4,北,西北西,9.4,0.0,0.0
1984/08/22,0.0,0.0,26.5,31.1,22.4,,,南南西,4.3,,
2010/08/30,0.0,0.0,24.0,31.1,18.6,4.0,北,西南西,8.9,0.0,0.0
1999/08/01,0.0,0.0,24.0,31.1,16.6,,,北東,11.8,,
2024/08/23,0.0,0.0,25.6,31.1,21.5,3.0,南東,西南西,6.1,0.0,0.0
2013/08/18,0.0,0.0,24.3,31.1,19.9,3.6,南西,西南西,4.2,0.0,0.0
2013/08/17,0.0,0.0,24.4,31.1,19.1,3.6,北東,西南西,4.4,0.0,0.0
2012/07/28,0.0,0.0,23.7,31.1,17.1,5.0,南西,南西,7.8,0.0,0.0
2000/07/23,0.0,0.0,25.3,31.1,20.6,,,西北西,4.0,,
2013/08/11,1.0,1.0,24.9,31.1,19.0,6.3,西南西,西北西,8.2,0.0,0.0
2012/09/18,0.0,0.0,25.2,31.0,20.0,8.2,東南東,南,9.2,0.0,0.0
2012/08/28,0.0,0.0,24.1,31.0,18.0,4.2,東北東,南西,10.8,0.0,0.0
2023/08/07,32.5,31.0,24.4,31.0,20.5,6.9,南西,北北東,5.9,0.0,0.0
2012/08/29,0.0,0.0,24.2,31.0,17.8,3.7,北北東,西南西,7.1,0.0,0.0
2020/08/27,0.0,0.0,24.8,31.0,18.8,5.2,北北東,北東,8.0,0.0,0.0
2021/08/07,0.0,0.0,24.8,31.0,18.5,6.7,東南東,南西,7.5,0.0,0.0
2010/09/01,0.0,0.0,24.5,31.0,19.7,3.7,東,南西,7.1,0.0,0.0
2010/09/02,0.0,0.0,24.9,31.0,20.6,3.4,東,西南西,9.8,0.0,0.0
2015/08/02,0.0,0.0,24.0,31.0,17.1,4.4,北東,東北東,9.3,0.0,0.0
